User ID,Games_Played,Deposit_Amount,Num_Deposits,Withdrawal_Amount,Num_Withdrawal,Loyalty Points
2,0,90000.0,2,0.0,0,900.002
5,4,1000.0,1,0.0,0,10.801
6,1,0.0,0,0.0,0,0.2
7,1,0.0,0,6617.0,1,33.285000000000004
8,7,0.0,0,0.0,0,1.4000000000000001
9,44,1000.0,1,20076.0,1,119.17999999999999
10,8,1400.0,1,0.0,0,15.600999999999999
11,11,2000.0,1,0.0,0,22.201
12,4,0.0,0,0.0,0,0.8
14,0,1000.0,1,0.0,0,10.001
15,1,0.0,0,0.0,0,0.2
16,41,0.0,0,9999.0,1,58.19500000000001
17,4,0.0,0,0.0,0,0.8
19,2,0.0,0,0.0,0,0.4
23,1,2250.0,2,0.0,0,22.701999999999998
24,1,0.0,0,0.0,0,0.2
26,1,0.0,0,0.0,0,0.2
27,29,0.0,0,0.0,0,5.800000000000001
28,0,38500.0,2,0.0,0,385.002
31,19,0.0,0,0.0,0,3.8000000000000003
34,1,0.0,0,0.0,0,0.2
36,4,0.0,0,0.0,0,0.8
37,2,0.0,0,0.0,0,0.4
39,74,0.0,0,0.0,0,14.8
42,8,0.0,0,0.0,0,1.6
43,22,0.0,0,0.0,0,4.4
44,0,0.0,0,500.0,1,2.5
45,6,0.0,0,0.0,0,1.2000000000000002
46,1,0.0,0,0.0,0,0.2
47,8,0.0,0,0.0,0,1.6
50,0,1000.0,1,1000.0,1,15.0
52,3,0.0,0,0.0,0,0.6000000000000001
53,11,10000.0,1,0.0,0,102.20100000000001
54,1,0.0,0,0.0,0,0.2
55,1,0.0,0,0.0,0,0.2
57,2,0.0,0,0.0,0,0.4
58,1,300.0,1,0.0,0,3.201
59,1,0.0,0,0.0,0,0.2
61,1,0.0,0,0.0,0,0.2
63,1,0.0,0,0.0,0,0.2
64,2,0.0,0,0.0,0,0.4
70,0,4000.0,1,0.0,0,40.001
71,4,1000.0,1,0.0,0,10.801
72,2,1000.0,1,0.0,0,10.401
74,2,0.0,0,0.0,0,0.4
77,16,5500.0,2,0.0,0,58.202000000000005
78,11,0.0,0,9900.0,1,51.7
80,0,2750.0,1,100000.0,1,527.5
81,1,0.0,0,0.0,0,0.2
82,0,0.0,0,2500.0,1,12.5
83,1,0.0,0,0.0,0,0.2
84,1,0.0,0,0.0,0,0.2
85,43,1999.0,1,0.0,0,28.591
87,0,2000.0,1,0.0,0,20.001
89,29,0.0,0,0.0,0,5.800000000000001
90,6,12000.0,1,0.0,0,121.20100000000001
93,4,20000.0,1,30400.0,1,352.8
95,1,0.0,0,0.0,0,0.2
97,9,14500.0,4,7000.0,1,181.803
100,0,10000.0,1,0.0,0,100.001
102,1,0.0,0,0.0,0,0.2
106,0,2999.0,3,3427.0,1,47.127
107,2,2000.0,1,0.0,0,20.401
108,2,0.0,0,0.0,0,0.4
111,2,0.0,0,0.0,0,0.4
114,0,5000.0,1,20000.0,1,150.0
117,5,0.0,0,0.0,0,1.0
119,2,0.0,0,0.0,0,0.4
120,1,0.0,0,0.0,0,0.2
121,1,0.0,0,0.0,0,0.2
122,1,0.0,0,0.0,0,0.2
125,0,150.0,1,0.0,0,1.501
129,1,0.0,0,0.0,0,0.2
130,1,0.0,0,0.0,0,0.2
131,4,1000.0,1,0.0,0,10.801
132,2,0.0,0,0.0,0,0.4
136,2,0.0,0,0.0,0,0.4
137,45,10000.0,1,0.0,0,109.001
138,1,0.0,0,0.0,0,0.2
139,13,500.0,1,0.0,0,7.601000000000001
140,3,0.0,0,0.0,0,0.6000000000000001
141,11,7500.0,1,0.0,0,77.20100000000001
142,2,0.0,0,0.0,0,0.4
143,4,0.0,0,0.0,0,0.8
144,1,0.0,0,0.0,0,0.2
145,1,0.0,0,0.0,0,0.2
146,12,0.0,0,0.0,0,2.4000000000000004
147,2,0.0,0,0.0,0,0.4
148,2,0.0,0,0.0,0,0.4
149,0,10228.0,2,0.0,0,102.282
150,10,0.0,0,0.0,0,2.0
151,1,0.0,0,0.0,0,0.2
152,11,0.0,0,0.0,0,2.2
153,0,11000.0,1,0.0,0,110.001
154,8,0.0,0,0.0,0,1.6
156,2,0.0,0,0.0,0,0.4
157,5,4000.0,2,0.0,0,41.002
158,0,0.0,0,5000.0,1,25.0
160,4,0.0,0,0.0,0,0.8
162,0,17460.0,1,0.0,0,174.601
165,2,0.0,0,0.0,0,0.4
166,2,4000.0,2,0.0,0,40.402
167,0,500.0,1,1000.0,1,10.0
168,13,0.0,0,0.0,0,2.6
171,4,0.0,0,0.0,0,0.8
173,0,25000.0,1,0.0,0,250.001
177,1,0.0,0,0.0,0,0.2
179,22,0.0,0,0.0,0,4.4
180,2,0.0,0,0.0,0,0.4
181,53,0.0,0,0.0,0,10.600000000000001
