User ID,Games_Played,Deposit_Amount,Num_Deposits,Withdrawal_Amount,Num_Withdrawal,Loyalty Points
2,2,0.0,0,0.0,0,0.4
3,2,0.0,0,0.0,0,0.4
5,8,0.0,0,0.0,0,1.6
7,3,0.0,0,0.0,0,0.6000000000000001
8,9,0.0,0,0.0,0,1.8
9,48,0.0,0,0.0,0,9.600000000000001
10,9,0.0,0,0.0,0,1.8
11,13,4000.0,2,0.0,0,42.602000000000004
12,4,2011.0,1,0.0,0,20.911
14,0,1000.0,1,0.0,0,10.001
16,40,25000.0,4,33949.0,2,427.747
17,4,0.0,0,0.0,0,0.8
19,1,0.0,0,0.0,0,0.2
21,2,0.0,0,0.0,0,0.4
23,6,0.0,0,0.0,0,1.2000000000000002
24,4,500.0,1,0.0,0,5.801
27,26,0.0,0,0.0,0,5.2
29,2,2000.0,1,0.0,0,20.401
30,0,22000.0,2,0.0,0,220.002
31,15,0.0,0,3200.0,1,19.0
36,1,0.0,0,0.0,0,0.2
39,57,4000.0,1,0.0,0,51.400999999999996
42,4,0.0,0,0.0,0,0.8
43,12,0.0,0,0.0,0,2.4000000000000004
44,0,600.0,2,0.0,0,6.002
45,2,2100.0,2,20000.0,2,121.4
47,12,7000.0,2,1611.0,1,80.45600000000002
52,3,0.0,0,0.0,0,0.6000000000000001
53,6,0.0,0,0.0,0,1.2000000000000002
54,0,3000.0,1,0.0,0,30.001
57,5,0.0,0,0.0,0,1.0
58,0,1000.0,1,0.0,0,10.001
59,1,0.0,0,0.0,0,0.2
60,1,2500.0,1,0.0,0,25.201
63,2,0.0,0,0.0,0,0.4
64,1,0.0,0,0.0,0,0.2
67,0,2000.0,1,0.0,0,20.001
70,0,3000.0,1,0.0,0,30.001
71,1,0.0,0,0.0,0,0.2
72,1,0.0,0,0.0,0,0.2
74,4,0.0,0,0.0,0,0.8
75,1,0.0,0,0.0,0,0.2
77,8,0.0,0,0.0,0,1.6
78,13,5000.0,1,15000.0,1,127.6
79,1,0.0,0,0.0,0,0.2
80,1,5000.0,1,0.0,0,50.201
81,2,0.0,0,0.0,0,0.4
83,1,0.0,0,0.0,0,0.2
84,4,0.0,0,0.0,0,0.8
85,44,0.0,0,0.0,0,8.8
89,37,0.0,0,0.0,0,7.4
90,4,3000.0,2,0.0,0,30.802
92,1,0.0,0,0.0,0,0.2
93,9,15000.0,1,30000.0,1,301.8
94,0,138.0,1,0.0,0,1.381
95,2,0.0,0,0.0,0,0.4
97,14,4000.0,2,6000.0,1,72.801
102,2,0.0,0,6000.0,1,30.4
103,1,0.0,0,0.0,0,0.2
104,1,0.0,0,0.0,0,0.2
106,0,1210.0,2,0.0,0,12.102
108,4,0.0,0,0.0,0,0.8
110,3,0.0,0,0.0,0,0.6000000000000001
111,2,0.0,0,0.0,0,0.4
115,1,0.0,0,0.0,0,0.2
117,1,0.0,0,0.0,0,0.2
120,2,0.0,0,0.0,0,0.4
121,3,0.0,0,0.0,0,0.6000000000000001
122,1,0.0,0,0.0,0,0.2
124,1,1000.0,1,0.0,0,10.200999999999999
125,0,250.0,1,0.0,0,2.501
128,2,0.0,0,0.0,0,0.4
130,1,0.0,0,0.0,0,0.2
131,3,0.0,0,0.0,0,0.6000000000000001
132,1,0.0,0,0.0,0,0.2
134,1,0.0,0,0.0,0,0.2
136,3,0.0,0,0.0,0,0.6000000000000001
137,52,5000.0,1,0.0,0,60.400999999999996
138,3,0.0,0,0.0,0,0.6000000000000001
139,12,200.0,2,0.0,0,4.402
141,16,0.0,0,0.0,0,3.2
143,3,0.0,0,0.0,0,0.6000000000000001
146,8,0.0,0,0.0,0,1.6
148,1,0.0,0,0.0,0,0.2
150,11,0.0,0,0.0,0,2.2
151,3,0.0,0,0.0,0,0.6000000000000001
152,10,0.0,0,0.0,0,2.0
153,1,1000.0,1,0.0,0,10.200999999999999
154,9,0.0,0,0.0,0,1.8
156,6,0.0,0,0.0,0,1.2000000000000002
157,3,2000.0,1,0.0,0,20.601000000000003
160,1,0.0,0,0.0,0,0.2
162,0,12000.0,1,130000.0,1,770.0
163,3,0.0,0,0.0,0,0.6000000000000001
164,1,0.0,0,0.0,0,0.2
166,2,0.0,0,0.0,0,0.4
168,24,22000.0,4,0.0,0,224.804
169,2,0.0,0,0.0,0,0.4
171,5,0.0,0,0.0,0,1.0
173,1,5125.0,3,0.0,0,51.453
174,1,0.0,0,0.0,0,0.2
175,1,0.0,0,0.0,0,0.2
176,2,0.0,0,0.0,0,0.4
179,12,0.0,0,0.0,0,2.4000000000000004
180,1,2000.0,1,0.0,0,20.201
181,44,0.0,0,0.0,0,8.8
182,43,0.0,0,0.0,0,8.6
183,11,0.0,0,0.0,0,2.2
184,3,0.0,0,0.0,0,0.6000000000000001
185,1,0.0,0,0.0,0,0.2
186,3,0.0,0,0.0,0,0.6000000000000001
187,7,0.0,0,0.0,0,1.4000000000000001
188,1,0.0,0,0.0,0,0.2
189,2,0.0,0,0.0,0,0.4
190,3,0.0,0,0.0,0,0.6000000000000001
193,0,4000.0,1,57000.0,1,325.0
194,24,0.0,0,0.0,0,4.800000000000001
197,8,0.0,0,0.0,0,1.6
199,3,0.0,0,0.0,0,0.6000000000000001
204,10,2000.0,1,0.0,0,22.001
205,52,0.0,0,0.0,0,10.4
206,20,0.0,0,0.0,0,4.0
208,7,170000.0,1,0.0,0,1701.401
210,1,0.0,0,0.0,0,0.2
213,2,0.0,0,0.0,0,0.4
214,2,0.0,0,0.0,0,0.4
215,1,0.0,0,0.0,0,0.2
216,0,2000.0,1,0.0,0,20.001
217,2,0.0,0,0.0,0,0.4
218,91,4000.0,2,0.0,0,58.202
219,0,2000.0,1,0.0,0,20.001
220,1,0.0,0,0.0,0,0.2
222,0,20000.0,1,0.0,0,200.001
227,12,0.0,0,0.0,0,2.4000000000000004
229,1,0.0,0,0.0,0,0.2
230,0,200.0,1,0.0,0,2.001
231,4,0.0,0,0.0,0,0.8
232,0,500.0,1,0.0,0,5.001
233,18,0.0,0,23400.0,1,120.6
234,1,0.0,0,0.0,0,0.2
235,1,0.0,0,0.0,0,0.2
237,43,0.0,0,0.0,0,8.6
238,12,0.0,0,0.0,0,2.4000000000000004
239,1,0.0,0,0.0,0,0.2
240,24,0.0,0,0.0,0,4.800000000000001
242,9,5000.0,1,0.0,0,51.800999999999995
244,1,0.0,0,0.0,0,0.2
245,0,0.0,0,150000.0,1,750.0
247,99,0.0,0,0.0,0,19.8
248,1,0.0,0,0.0,0,0.2
249,2,0.0,0,0.0,0,0.4
251,1,0.0,0,0.0,0,0.2
252,0,100.0,1,0.0,0,1.001
256,3,0.0,0,0.0,0,0.6000000000000001
258,8,200.0,1,3700.0,1,22.1
259,2,37500.0,4,0.0,0,375.404
261,1,0.0,0,0.0,0,0.2
263,1,0.0,0,0.0,0,0.2
264,4,0.0,0,0.0,0,0.8
265,1,0.0,0,0.0,0,0.2
266,6,300.0,1,0.0,0,4.2010000000000005
270,9,0.0,0,0.0,0,1.8
271,1,20000.0,1,0.0,0,200.201
272,49,0.0,0,0.0,0,9.8
273,13,0.0,0,0.0,0,2.6
274,0,300.0,1,0.0,0,3.001
277,1,0.0,0,0.0,0,0.2
280,1,1000.0,1,0.0,0,10.200999999999999
281,2,0.0,0,0.0,0,0.4
282,2,0.0,0,0.0,0,0.4
283,2,0.0,0,0.0,0,0.4
285,0,5000.0,1,0.0,0,50.001
287,3,0.0,0,0.0,0,0.6000000000000001
289,20,2000.0,1,0.0,0,24.001
291,3,0.0,0,0.0,0,0.6000000000000001
296,47,0.0,0,31688.0,3,167.84
297,1,0.0,0,0.0,0,0.2
300,21,0.0,0,0.0,0,4.2
301,4,0.0,0,0.0,0,0.8
302,0,1000.0,1,0.0,0,10.001
303,14,0.0,0,0.0,0,2.8000000000000003
304,5,0.0,0,0.0,0,1.0
305,11,100.0,1,0.0,0,3.201
307,4,0.0,0,0.0,0,0.8
308,0,10000.0,1,0.0,0,100.001
309,17,2000.0,1,0.0,0,23.401000000000003
310,0,9000.0,1,0.0,0,90.001
311,1,0.0,0,0.0,0,0.2
313,13,0.0,0,0.0,0,2.6
314,2,0.0,0,0.0,0,0.4
315,2,0.0,0,0.0,0,0.4
316,1,0.0,0,0.0,0,0.2
318,12,0.0,0,0.0,0,2.4000000000000004
320,2,0.0,0,0.0,0,0.4
323,1,0.0,0,0.0,0,0.2
324,10,0.0,0,0.0,0,2.0
325,1,0.0,0,0.0,0,0.2
326,5,0.0,0,0.0,0,1.0
329,6,0.0,0,0.0,0,1.2000000000000002
330,4,2000.0,1,0.0,0,20.801000000000002
332,1,0.0,0,0.0,0,0.2
334,1,0.0,0,0.0,0,0.2
335,7,0.0,0,0.0,0,1.4000000000000001
336,1,0.0,0,0.0,0,0.2
337,4,3000.0,1,0.0,0,30.801000000000002
338,7,0.0,0,0.0,0,1.4000000000000001
339,3,0.0,0,0.0,0,0.6000000000000001
340,0,22000.0,2,0.0,0,220.002
341,3,0.0,0,0.0,0,0.6000000000000001
342,11,0.0,0,0.0,0,2.2
343,1,0.0,0,0.0,0,0.2
348,4,0.0,0,0.0,0,0.8
351,0,50.0,1,0.0,0,0.501
352,4,50275.0,5,0.0,0,503.555
353,1,0.0,0,0.0,0,0.2
354,3,0.0,0,0.0,0,0.6000000000000001
355,4,0.0,0,0.0,0,0.8
356,4,0.0,0,0.0,0,0.8
357,4,10000.0,1,0.0,0,100.801
358,1,0.0,0,0.0,0,0.2
362,1,0.0,0,0.0,0,0.2
363,4,0.0,0,0.0,0,0.8
364,2,0.0,0,0.0,0,0.4
365,70,0.0,0,0.0,0,14.0
366,3,0.0,0,0.0,0,0.6000000000000001
367,1,0.0,0,0.0,0,0.2
368,0,700.0,1,0.0,0,7.001
369,1,50000.0,1,0.0,0,500.20099999999996
371,1,0.0,0,0.0,0,0.2
372,22,10000.0,1,0.0,0,104.40100000000001
373,4,10000.0,1,0.0,0,100.801
374,4,0.0,0,0.0,0,0.8
375,17,0.0,0,0.0,0,3.4000000000000004
377,46,0.0,0,20826.0,1,113.33
378,1,1000.0,1,0.0,0,10.200999999999999
379,1,777.0,1,0.0,0,7.971000000000001
380,7,400.0,1,0.0,0,5.401000000000001
381,0,0.0,0,2000.0,1,10.0
382,2,0.0,0,0.0,0,0.4
383,4,0.0,0,0.0,0,0.8
389,2,0.0,0,37500.0,1,187.9
390,0,7018.0,1,0.0,0,70.18100000000001
391,14,0.0,0,0.0,0,2.8000000000000003
393,0,200.0,1,0.0,0,2.001
394,1,0.0,0,0.0,0,0.2
398,1,0.0,0,0.0,0,0.2
399,14,0.0,0,0.0,0,2.8000000000000003
401,11,0.0,0,0.0,0,2.2
403,2,0.0,0,0.0,0,0.4
406,1,0.0,0,0.0,0,0.2
407,47,2000.0,1,9000.0,1,74.4
408,0,15000.0,1,0.0,0,150.001
411,3,0.0,0,0.0,0,0.6000000000000001
412,6,0.0,0,0.0,0,1.2000000000000002
417,8,2000.0,1,5650.0,1,49.85
418,28,0.0,0,0.0,0,5.6000000000000005
420,2,0.0,0,0.0,0,0.4
421,25,5000.0,1,53100.0,2,320.5
424,9,0.0,0,0.0,0,1.8
425,2,0.0,0,0.0,0,0.4
426,4,2000.0,1,0.0,0,20.801000000000002
427,1,0.0,0,0.0,0,0.2
429,0,1200.0,1,0.0,0,12.001
431,5,0.0,0,0.0,0,1.0
436,26,25000.0,3,0.0,0,255.20299999999997
439,5,6332.0,1,0.0,0,64.321
440,2,0.0,0,0.0,0,0.4
441,0,0.0,0,10000.0,1,50.0
442,20,0.0,0,0.0,0,4.0
443,1,0.0,0,0.0,0,0.2
444,1,0.0,0,0.0,0,0.2
445,5,2000.0,1,4900.0,1,45.5
446,1,0.0,0,0.0,0,0.2
448,13,0.0,0,0.0,0,2.6
449,108,2000.0,1,0.0,0,41.601
450,6,1500.0,2,36000.0,1,196.201
451,5,0.0,0,0.0,0,1.0
452,4,2000.0,1,0.0,0,20.801000000000002
455,4,30000.0,1,0.0,0,300.801
456,71,0.0,0,0.0,0,14.200000000000001
458,32,0.0,0,0.0,0,6.4
460,10,0.0,0,67000.0,1,337.0
461,0,5000.0,1,0.0,0,50.001
464,8,0.0,0,0.0,0,1.6
467,6,0.0,0,0.0,0,1.2000000000000002
468,1,0.0,0,0.0,0,0.2
471,3,0.0,0,0.0,0,0.6000000000000001
473,6,100.0,1,2000.0,1,12.2
474,5,0.0,0,0.0,0,1.0
476,1,0.0,0,0.0,0,0.2
477,6,10000.0,1,0.0,0,101.20100000000001
479,4,5000.0,1,0.0,0,50.800999999999995
481,6,1000.0,1,0.0,0,11.201
482,3,0.0,0,0.0,0,0.6000000000000001
485,3,10000.0,1,0.0,0,100.601
487,17,8000.0,1,24000.0,1,203.4
488,10,0.0,0,0.0,0,2.0
489,1,0.0,0,0.0,0,0.2
491,2,0.0,0,0.0,0,0.4
492,3,0.0,0,0.0,0,0.6000000000000001
494,6,0.0,0,0.0,0,1.2000000000000002
496,15,0.0,0,0.0,0,3.0
497,6,1000.0,1,0.0,0,11.201
500,0,300.0,1,0.0,0,3.001
502,61,3300.0,2,5335.0,1,71.87599999999999
503,1,0.0,0,0.0,0,0.2
505,46,0.0,0,0.0,0,9.200000000000001
508,2,0.0,0,0.0,0,0.4
509,2,0.0,0,0.0,0,0.4
510,1,0.0,0,0.0,0,0.2
512,0,1000.0,1,0.0,0,10.001
513,1,0.0,0,0.0,0,0.2
515,10,0.0,0,0.0,0,2.0
516,1,500.0,1,0.0,0,5.2010000000000005
517,14,0.0,0,0.0,0,2.8000000000000003
518,3,400.0,1,1900.0,1,14.1
519,29,0.0,0,0.0,0,5.800000000000001
520,1,0.0,0,0.0,0,0.2
522,2,0.0,0,0.0,0,0.4
524,4,0.0,0,0.0,0,0.8
525,9,0.0,0,0.0,0,1.8
526,0,21000.0,3,0.0,0,210.003
527,2,0.0,0,0.0,0,0.4
530,1,0.0,0,0.0,0,0.2
531,2,0.0,0,0.0,0,0.4
532,5,550.0,1,4000.0,1,26.5
535,5,5000.0,1,0.0,0,51.001
536,0,300.0,2,0.0,0,3.002
537,2,0.0,0,0.0,0,0.4
540,35,0.0,0,0.0,0,7.0
542,3,0.0,0,0.0,0,0.6000000000000001
544,8,0.0,0,0.0,0,1.6
545,1,0.0,0,0.0,0,0.2
547,23,40500.0,3,0.0,0,409.603
548,0,12200.0,4,0.0,0,122.004
549,1,0.0,0,0.0,0,0.2
550,2,0.0,0,0.0,0,0.4
552,1,0.0,0,0.0,0,0.2
553,0,0.0,0,8500.0,1,42.5
554,0,2000.0,1,0.0,0,20.001
555,4,0.0,0,0.0,0,0.8
557,11,0.0,0,0.0,0,2.2
558,2,0.0,0,0.0,0,0.4
559,16,0.0,0,0.0,0,3.2
560,0,1300.0,2,0.0,0,13.002
561,0,500.0,1,0.0,0,5.001
562,1,0.0,0,0.0,0,0.2
563,0,1000.0,2,0.0,0,10.002
564,6,0.0,0,0.0,0,1.2000000000000002
565,24,10000.0,2,17000.0,1,189.80100000000002
566,4,0.0,0,0.0,0,0.8
567,4,0.0,0,0.0,0,0.8
569,0,45000.0,1,0.0,0,450.001
570,1,0.0,0,0.0,0,0.2
571,5,0.0,0,0.0,0,1.0
572,1,0.0,0,0.0,0,0.2
573,0,2000.0,2,0.0,0,20.002
574,2,0.0,0,0.0,0,0.4
577,3,0.0,0,0.0,0,0.6000000000000001
578,1,150.0,1,0.0,0,1.7009999999999998
580,4,0.0,0,0.0,0,0.8
581,28,0.0,0,0.0,0,5.6000000000000005
582,63,0.0,0,0.0,0,12.600000000000001
583,0,250.0,1,0.0,0,2.501
584,2,0.0,0,0.0,0,0.4
585,2,0.0,0,0.0,0,0.4
586,1,0.0,0,0.0,0,0.2
587,14,0.0,0,0.0,0,2.8000000000000003
588,2,2000.0,1,0.0,0,20.401
597,8,1000.0,1,0.0,0,11.600999999999999
598,2,0.0,0,0.0,0,0.4
599,0,4000.0,1,0.0,0,40.001
600,2,0.0,0,0.0,0,0.4
602,59,0.0,0,17091.0,1,97.255
604,24,0.0,0,0.0,0,4.800000000000001
605,3,0.0,0,0.0,0,0.6000000000000001
606,5,0.0,0,0.0,0,1.0
607,9,0.0,0,0.0,0,1.8
609,2,0.0,0,0.0,0,0.4
611,15,0.0,0,0.0,0,3.0
612,23,0.0,0,4000.0,1,24.6
613,0,6000.0,5,0.0,0,60.005
614,0,2000.0,1,0.0,0,20.001
618,107,2000.0,1,0.0,0,41.401
