User ID,Games_Played,Deposit_Amount,Num_Deposits,Withdrawal_Amount,Num_Withdrawal,Loyalty Points
2,1,0.0,0,0.0,0,0.2
3,1,0.0,0,0.0,0,0.2
5,7,500.0,1,0.0,0,6.401000000000001
7,3,0.0,0,0.0,0,0.6000000000000001
8,11,0.0,0,0.0,0,2.2
9,49,7539.0,4,0.0,0,85.194
10,5,0.0,0,0.0,0,1.0
11,7,0.0,0,0.0,0,1.4000000000000001
12,0,3190.0,3,0.0,0,31.903000000000002
14,0,100.0,1,0.0,0,1.001
15,1,0.0,0,0.0,0,0.2
16,37,8000.0,2,0.0,0,87.402
17,7,1000.0,1,0.0,0,11.401
22,0,1000.0,1,0.0,0,10.001
23,5,0.0,0,0.0,0,1.0
24,4,500.0,1,0.0,0,5.801
27,26,0.0,0,0.0,0,5.2
30,2,0.0,0,0.0,0,0.4
31,14,0.0,0,0.0,0,2.8000000000000003
32,1,0.0,0,0.0,0,0.2
36,1,0.0,0,0.0,0,0.2
37,0,0.0,0,3021.0,1,15.105
39,69,8000.0,3,0.0,0,93.803
40,1,0.0,0,0.0,0,0.2
42,8,0.0,0,0.0,0,1.6
43,17,0.0,0,0.0,0,3.4000000000000004
44,0,1200.0,3,0.0,0,12.003
45,6,1550.0,1,0.0,0,16.701
47,9,4000.0,2,2186.0,1,52.730999999999995
52,1,2750.0,1,0.0,0,27.701
53,9,1000.0,1,0.0,0,11.801
54,2,0.0,0,0.0,0,0.4
55,4,0.0,0,0.0,0,0.8
57,4,0.0,0,0.0,0,0.8
59,3,0.0,0,8000.0,1,40.6
61,1,0.0,0,0.0,0,0.2
63,1,0.0,0,0.0,0,0.2
64,3,0.0,0,0.0,0,0.6000000000000001
67,1,0.0,0,0.0,0,0.2
70,0,15000.0,2,0.0,0,150.002
71,1,1000.0,1,0.0,0,10.200999999999999
72,1,0.0,0,2791.0,1,14.155
74,4,0.0,0,0.0,0,0.8
77,10,0.0,0,0.0,0,2.0
78,7,25000.0,1,51000.0,1,506.4
80,0,16250.0,3,0.0,0,162.503
81,3,0.0,0,0.0,0,0.6000000000000001
82,0,0.0,0,23320.0,1,116.60000000000001
83,1,0.0,0,0.0,0,0.2
84,3,0.0,0,0.0,0,0.6000000000000001
85,41,0.0,0,0.0,0,8.200000000000001
89,48,0.0,0,0.0,0,9.600000000000001
90,4,1000.0,1,0.0,0,10.801
93,8,25000.0,3,25000.0,1,376.60200000000003
94,1,0.0,0,0.0,0,0.2
95,1,0.0,0,0.0,0,0.2
96,1,0.0,0,0.0,0,0.2
97,16,2494.0,3,0.0,0,28.143
99,0,14200.0,2,0.0,0,142.002
102,2,0.0,0,0.0,0,0.4
103,0,3000.0,2,0.0,0,30.002
106,0,2051.0,1,0.0,0,20.511000000000003
107,1,0.0,0,11000.0,1,55.2
108,3,0.0,0,0.0,0,0.6000000000000001
110,2,0.0,0,0.0,0,0.4
114,1,0.0,0,0.0,0,0.2
115,1,5000.0,1,0.0,0,50.201
116,1,0.0,0,0.0,0,0.2
117,2,0.0,0,0.0,0,0.4
118,1,0.0,0,0.0,0,0.2
120,1,5000.0,1,0.0,0,50.201
121,1,0.0,0,0.0,0,0.2
122,0,1000.0,1,5000.0,1,35.0
123,0,3333.0,1,0.0,0,33.330999999999996
124,2,0.0,0,0.0,0,0.4
128,0,500.0,1,0.0,0,5.001
131,3,0.0,0,0.0,0,0.6000000000000001
132,3,5000.0,1,0.0,0,50.601
136,1,0.0,0,0.0,0,0.2
137,61,0.0,0,0.0,0,12.200000000000001
138,2,0.0,0,0.0,0,0.4
139,13,210.0,2,0.0,0,4.702
140,3,0.0,0,0.0,0,0.6000000000000001
141,14,1600.0,1,0.0,0,18.801000000000002
142,2,0.0,0,29600.0,2,148.4
143,4,0.0,0,0.0,0,0.8
144,1,0.0,0,0.0,0,0.2
145,1,0.0,0,0.0,0,0.2
146,5,0.0,0,0.0,0,1.0
147,1,20000.0,1,0.0,0,200.201
148,1,500.0,1,0.0,0,5.2010000000000005
149,0,8000.0,1,0.0,0,80.001
150,6,0.0,0,0.0,0,1.2000000000000002
151,2,0.0,0,0.0,0,0.4
152,9,0.0,0,0.0,0,1.8
153,0,200.0,1,0.0,0,2.001
154,5,0.0,0,0.0,0,1.0
157,3,0.0,0,0.0,0,0.6000000000000001
158,0,1200.0,2,10000.0,1,62.001
163,1,0.0,0,0.0,0,0.2
164,0,0.0,0,5700.0,1,28.5
166,1,0.0,0,0.0,0,0.2
167,0,1000.0,1,0.0,0,10.001
168,25,23500.0,3,0.0,0,240.003
